Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences
2005112596443,2005-11-14 00:00:00,2005-10-23 00:00:00,SLC,Salt Lake City International Airport,Delta Air Lines,Property Damage,Checked Baggage,Other,7.5,Approved,7.5,Approve in Full,22.0,0.0
0401042L,2003-04-01 00:00:00,2003-02-18 00:00:00,PDX,Portland International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,67.8,Settled,33.9,Settle,42.0,33.9
2004070158156,2004-06-08 00:00:00,2004-05-26 00:00:00,EWR,Newark International Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),137.14,Settled,50.0,Settle,13.0,87.13999999999999
2005050584183,2005-05-04 00:00:00,2005-04-22 00:00:00,DCA,Ronald Reagan Washington National Airport,USAir,Property Damage,Checkpoint,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,125.0,Approved,125.0,Approve in Full,12.0,0.0
2005032179012,2005-03-01 00:00:00,2005-01-31 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,1014.97,Settled,351.86,Settle,29.0,663.11
2006031302946,2006-03-07 00:00:00,2006-02-22 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Currency,388.0,Denied,0.0,Deny,13.0,388.0
2009121166416,2009-12-07 00:00:00,2009-10-11 19:00:00,BOI,Boise Air Terminal/Gowen Field,Southwest Airlines,Property Damage,Checked Baggage,Other,83.99,Approved,83.99,Approve in Full,56.0,0.0
0318052L,2003-03-18 00:00:00,2003-02-21 00:00:00,PDX,Portland International,Delta Air Lines,Property Damage,Checkpoint,Luggage (all types including footlockers),200.0,Approved,200.0,Approve in Full,25.0,0.0
1106185M,2003-11-06 00:00:00,2003-10-12 00:00:00,LGA,LaGuardia,Spirit Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),150.0,Denied,0.0,Deny,25.0,150.0
2005012574260,2005-01-04 00:00:00,2004-12-27 00:00:00,ABY,Southwest Georgia Regional Airport ;Albany,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,50.0,Denied,0.0,Deny,8.0,50.0
2004051150928,2004-03-11 00:00:00,2004-02-20 00:00:00,ORD,Chicago O'Hare International Airport,Lufthansa,Property Damage,Checked Baggage,Luggage (all types including footlockers),160.0,Denied,0.0,Deny,20.0,160.0
2005091692631,2005-09-08 00:00:00,2005-08-07 00:00:00,MIA,Miami International Airport,Delta Air Lines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,115.0,Denied,0.0,Deny,32.0,115.0
2006051206169,2006-05-02 00:00:00,2006-04-06 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Barber Supplies - Scissors; shears; elecric razors; etc.,53.4,Denied,0.0,Deny,26.0,53.4
2004043050298,2004-03-10 00:00:00,2004-02-27 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Locks,38.0,Denied,0.0,Deny,12.0,38.0
1222252M,2003-12-22 00:00:00,2003-10-01 00:00:00,TUS,Tucson International,American Airlines,Property Damage,Checked Baggage,Locks,325.0,Denied,0.0,Deny,82.0,325.0
1208098M,2003-12-08 00:00:00,2003-09-14 00:00:00,MIA,Miami International Airport,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),50.0,Settled,25.0,Settle,85.0,25.0
2008100250688,2008-09-30 00:00:00,2008-09-15 00:00:00,GRR,Gerald R. Ford International Airport,Midwest Express Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,267.95,Denied,0.0,Deny,15.0,267.95
2004071459307,2004-06-24 00:00:00,2004-06-07 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),250.0,Settled,50.0,Settle,17.0,200.0
2006122617942,2006-12-21 00:00:00,2006-11-20 00:00:00,LAS,McCarran International,Virgin Atlantic,Property Damage,Checked Baggage,Luggage (all types including footlockers),33.5,Denied,0.0,Deny,31.0,33.5
2004051251320,2004-03-24 00:00:00,2004-03-07 00:00:00,RNO,Reno/Tahoe International,Southwest Airlines,Passenger Property Loss,Checked Baggage,DVD/CD Players,25.0,Approved,25.0,Approve in Full,17.0,0.0
1121152M,2003-11-21 00:00:00,2003-11-08 00:00:00,LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,150.0,Approved,150.0,Approve in Full,13.0,0.0
2005030877215,2005-02-24 00:00:00,2004-04-13 00:00:00,ELP,El Paso International Airport,Southwest Airlines,Passenger Theft,Checked Baggage,Luggage (all types including footlockers),431.0,Denied,0.0,Deny,317.0,431.0
2005022476729,2005-01-28 00:00:00,2004-12-04 00:00:00,ERI,Erie International,USAir,Passenger Property Loss,Checked Baggage,Other,61.9,Denied,0.0,Deny,55.0,61.9
2005040681733,2005-04-05 00:00:00,2004-04-04 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1196.99,Settled,598.88,Settle,366.0,598.11
0202370M,2004-02-02 00:00:00,2004-01-08 00:00:00,SEA,Seattle-Tacoma International,Northwest Airlines,Property Damage,Checked Baggage,Locks,85.0,Denied,0.0,Deny,25.0,85.0
2005040581638,2005-04-05 00:00:00,2005-03-16 00:00:00,AEX,Alexandria International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Medicines,438.84,Approved,438.84,Approve in Full,20.0,0.0
2009010854224,2009-01-22 00:00:00,2008-12-06 00:00:00,BOS,Boston (Logan) International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Locks,20.0,Denied,0.0,Deny,47.0,20.0
2008073047699,2008-06-02 00:00:00,2008-05-07 00:00:00,ONT,Ontario International,USAir,Passenger Property Loss,Checked Baggage,Locks; Other,12.0,Denied,0.0,Deny,26.0,12.0
2006022201895,2006-02-15 00:00:00,2006-01-22 00:00:00,AUS,Austin-Bergstrom International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,29.95,Denied,0.0,Deny,24.0,29.95
2007050925150,2007-05-03 00:00:00,2007-04-25 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Eyeglasses - (including contact lenses),302.16,Approved,302.16,Approve in Full,8.0,0.0
2005020175285,2005-01-19 00:00:00,2004-12-16 00:00:00,SAN,San Diego International,Lufthansa,Passenger Property Loss,Checked Baggage,Other,435.3,Denied,0.0,Deny,34.0,435.3
2009112565735,2009-11-12 00:00:00,2009-09-26 13:50:00,DVL,Devils Lake Municipal Airport; Knoke Field,Northwest Airlines,Passenger Property Loss,Checked Baggage,Umbrellas,5.25,Denied,0.0,Deny,46.0,5.25
2005042683396,2005-04-25 00:00:00,2005-02-18 00:00:00,IAD,Washington Dulles International,Independence Air,Passenger Property Loss,Checked Baggage,Other,360.27,Settled,180.14,Settle,66.0,180.13
2008090949694,2008-09-05 00:00:00,2008-08-13 00:00:00,LAS,McCarran International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Locks,29.98,Denied,0.0,Deny,23.0,29.98
2004062357021,2004-06-02 00:00:00,2004-05-14 00:00:00,LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checked Baggage,Other,57.0,Approved,57.0,Approve in Full,19.0,0.0
2005081890912,2005-08-09 00:00:00,2005-07-09 00:00:00,ALB,Albany International,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,50.0,Denied,0.0,Deny,31.0,50.0
2008060945394,2008-07-07 00:00:00,2008-05-12 00:00:00,GRK,Kileen - Ft. Hood Regional,Continental Airlines,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,40.0,Approved,40.0,Approve in Full,56.0,0.0
2005062086587,2005-06-07 00:00:00,2005-05-18 00:00:00,PHL,Philadelphia International Airport,Air France,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),10.0,Approved,10.0,Approve in Full,20.0,0.0
2005083191938,2005-08-31 00:00:00,2005-08-21 00:00:00,LAS,McCarran International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Locks,8.52,Approved,8.52,Approve in Full,10.0,0.0
2009031756345,2009-02-26 00:00:00,2009-01-16 00:00:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),140.0,Denied,0.0,Deny,41.0,140.0
2004060855151,2004-05-13 00:00:00,2004-03-29 00:00:00,JFK,John F. Kennedy International,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),60.0,Approved,60.0,Approve in Full,45.0,0.0
2005012173933,2005-01-04 00:00:00,2004-12-17 00:00:00,GSP,Greenville-Spartanburg,USAir,Property Damage,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,14.02,Approved,14.02,Approve in Full,18.0,0.0
0925091M,2003-09-25 00:00:00,2003-08-29 00:00:00,DCA,Ronald Reagan Washington National Airport,USAir,Property Damage,Checkpoint,Luggage (all types including footlockers),25.0,Approved,25.0,Approve in Full,27.0,0.0
1106068M,2003-11-06 00:00:00,2003-10-11 00:00:00,PHX,Phoenix Sky Harbor International,Continental Airlines,Property Damage,Checked Baggage,Locks,200.0,Settled,200.0,Settle,26.0,0.0
2008052144646,2008-05-20 00:00:00,2008-04-30 00:00:00,PHL,Philadelphia International Airport,USAir,Passenger Property Loss,Checked Baggage,Other,50.0,Denied,0.0,Deny,20.0,50.0
2005081690609,2005-08-05 00:00:00,2005-06-23 00:00:00,FCA,Kalispell; MT,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),60.0,Approved,60.0,Approve in Full,43.0,0.0
2006111515583,2006-11-09 00:00:00,2006-10-13 00:00:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Currency,300.0,Denied,0.0,Deny,27.0,300.0
2009031056015,2009-02-13 00:00:00,2008-11-27 00:00:00,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checkpoint,Computer - Laptop,818.23,Denied,0.0,Deny,78.0,818.23
2007061126643,2007-06-06 00:00:00,2007-05-28 00:00:00,DFW,Dallas-Fort Worth International Airport,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),350.0,Settled,239.0,Settle,9.0,111.0
2009071361136,2009-07-07 00:00:00,2009-06-16 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.); Clothing - Shoes; belts; accessories; etc.,117.0,Denied,0.0,Deny,21.0,117.0
2004071659593,2004-07-06 00:00:00,2004-05-15 00:00:00,JFK,John F. Kennedy International,America West,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,400.0,Settled,150.0,Settle,52.0,250.0
0430054L,2003-04-30 00:00:00,2003-03-23 00:00:00,JFK,John F. Kennedy International,UAL,Passenger Property Loss,Checked Baggage,Cell Phones,159.98,Settled,80.0,Settle,38.0,79.97999999999999
2004060855104,2004-04-23 00:00:00,2004-02-24 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,1187.61,Settled,769.1,Settle,59.0,418.5099999999999
2007011018568,2007-01-05 00:00:00,2006-12-13 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Boxes - Jewelry; Cigarette; Music; etc.; MP3 Players-(iPods; etc); Other,450.0,Denied,0.0,Deny,23.0,450.0
2004110466332,2004-09-28 00:00:00,2004-08-31 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Other,18.42,Approved,18.42,Approve in Full,28.0,0.0
2008102151394,2008-10-20 00:00:00,2008-09-05 00:00:00,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines,Passenger Property Loss,Checked Baggage,GPS - Global Positioning System,328.99,Denied,0.0,Deny,45.0,328.99
2004051251344,2004-03-24 00:00:00,2004-03-14 00:00:00,HOU,William P. Hobby,Southwest Airlines,Passenger Property Loss,Checked Baggage,Currency,500.0,Settled,180.0,Settle,10.0,320.0
2008122953804,2008-12-22 00:00:00,2008-12-02 00:00:00,F,Foreign airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),32.5,Denied,0.0,Deny,20.0,32.5
2006042404987,2006-04-14 00:00:00,2006-01-01 00:00:00,TOL,Toledo Express,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),175.0,Settled,166.25,Settle,103.0,8.75
2006103114857,2006-10-24 00:00:00,2006-10-12 00:00:00,DEN,Denver International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,55.0,Approved,55.0,Approve in Full,12.0,0.0
2008031441046,2008-03-03 00:00:00,2008-01-19 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Locks,20.0,Denied,0.0,Deny,44.0,20.0
2007090431302,2007-08-31 00:00:00,2007-08-24 00:00:00,MIA,Miami International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),391.62,Denied,0.0,Deny,7.0,391.62
2008092250247,2008-09-12 00:00:00,2008-07-28 00:00:00,SLC,Salt Lake City International Airport,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),86.98,Approved,86.98,Approve in Full,46.0,0.0
0516015L,2003-05-16 00:00:00,2003-04-17 00:00:00,CLE,Cleveland Hopkins International,Southwest Airlines,Property Damage,Checked Baggage,Locks,350.0,Denied,0.0,Deny,29.0,350.0
2007102633968,2007-10-22 00:00:00,2007-10-10 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Locks,19.0,Denied,0.0,Deny,12.0,19.0
2007032823076,2007-03-23 00:00:00,2007-02-15 00:00:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),117.64,Approved,117.64,Approve in Full,36.0,0.0
2006092713417,2006-09-25 00:00:00,2006-09-14 00:00:00,AVP,Wilkes-Barre/Scranton International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Barber Supplies - Scissors; shears; elecric razors; etc.,70.0,Settled,35.0,Settle,11.0,35.0
0430063L,2003-04-30 00:00:00,2003-03-11 00:00:00,STL,Lambert St. Louis International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,400.0,Denied,0.0,Deny,50.0,400.0
1208302M,2003-12-08 00:00:00,2003-11-16 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Aero Mexico,Passenger Property Loss,Checked Baggage,Jewelry - Fine,300.0,Denied,0.0,Deny,22.0,300.0
2009050758459,2009-04-20 00:00:00,2009-04-19 00:00:00,JFK,John F. Kennedy International,British Airways,Passenger Property Loss,Checked Baggage,Other,350.0,Approved,350.0,Approve in Full,1.0,0.0
2005071889112,2005-07-18 00:00:00,2005-04-25 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Lufthansa,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,120.0,Settled,60.0,Settle,84.0,60.0
0826144M,2003-08-26 00:00:00,2003-06-29 00:00:00,SJC,Norman Y Mineta San Jose International,American Airlines,Property Damage,Checked Baggage,Other,199.97,Settled,100.0,Settle,58.0,99.97
2009070860970,2009-06-29 00:00:00,2009-06-06 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Locks,65.0,Denied,0.0,Deny,23.0,65.0
2005040581629,2005-04-05 00:00:00,2005-02-16 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Other,50.0,Denied,0.0,Deny,48.0,50.0
2005121697915,2005-12-09 00:00:00,2005-08-08 00:00:00,DEN,Denver International Airport,Continental Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,188.0,Denied,0.0,Deny,123.0,188.0
2004091562973,2004-08-03 00:00:00,2004-05-23 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),41.13,Approved,41.13,Approve in Full,72.0,0.0
2005071188607,2005-07-06 00:00:00,2005-06-20 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Computer - Laptop,650.0,Denied,0.0,Deny,16.0,650.0
0202009M,2004-02-02 00:00:00,2004-01-17 00:00:00,LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),50.0,Settled,25.0,Settle,16.0,25.0
2005091492392,2005-09-01 00:00:00,2005-08-22 00:00:00,TUL,Tulsa International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),340.0,Settled,50.0,Settle,10.0,290.0
2008040441862,2008-03-20 00:00:00,2008-03-09 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Jet Blue,Passenger Property Loss,Checked Baggage,Cards - Greeting; Cell Phones; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Eyeglasses - (including contact lenses); Sporting Equipment & Supplies (footballs; parachutes; etc.),300.0,Denied,0.0,Deny,11.0,300.0
2006081711237,2006-08-17 00:00:00,2006-08-10 00:00:00,LAS,McCarran International,American Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,125.0,Denied,0.0,Deny,7.0,125.0
2008121653450,2008-12-10 00:00:00,2008-06-10 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,145.41,Approved,145.41,Approve in Full,183.0,0.0
2007111334845,2007-11-08 00:00:00,2007-08-22 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,62.0,Denied,0.0,Deny,78.0,62.0
2005120797082,2005-11-23 00:00:00,2005-10-26 00:00:00,BNA,Nashville International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,729.91,Denied,0.0,Deny,28.0,729.91
2004052152929,2004-04-15 00:00:00,2004-03-28 00:00:00,ORF,Norfolk International,Delta Air Lines,Property Damage,Checked Baggage,Other,75.0,Approved,75.0,Approve in Full,18.0,0.0
2004072659985,2004-07-20 00:00:00,2004-07-09 00:00:00,LGB,Long Beach,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,24.99,Denied,24.99,Deny,11.0,0.0
0812070M,2003-08-12 00:00:00,2003-07-23 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,70.0,Approved,70.0,Approve in Full,20.0,0.0
2004051351704,2004-03-22 00:00:00,2004-02-02 00:00:00,RDU,Raleigh-Durham International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,99.99,Approved,99.99,Approve in Full,49.0,0.0
2007011718878,2007-01-09 00:00:00,2006-12-18 00:00:00,RST,Rochester; MN,Northwest Airlines,Passenger Property Loss,Checked Baggage,Baby - Strollers; car seats; playpen; etc.,40.0,Approved,40.0,Approve in Full,22.0,0.0
2006121517209,2006-12-08 00:00:00,2006-10-29 00:00:00,PSP,Palm Springs International,UAL,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Luggage (all types including footlockers),245.0,Denied,0.0,Deny,40.0,245.0
1217508M,2003-12-17 00:00:00,2003-09-09 00:00:00,BOS,Boston (Logan) International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),159.99,Settled,100.0,Settle,99.0,59.99000000000001
2007083131218,2007-08-30 00:00:00,2007-08-13 00:00:00,BNA,Nashville International,UAL,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,50.0,Denied,0.0,Deny,17.0,50.0
2005030977360,2004-02-01 00:00:00,2004-11-10 00:00:00,SLC,Salt Lake City International Airport,American West,Property Damage,Checkpoint,Computer - Laptop,2000.0,Settled,1731.44,Settle,-283.0,268.55999999999995
0212005L,2003-02-12 00:00:00,2003-01-22 00:00:00,FLL,Ft. Lauderdale-Hollywood International,American Airlines,Passenger Property Loss,Other,Clothing - Shoes; belts; accessories; etc.,740.94,Approved,741.0,Approve in Full,21.0,-0.05999999999994543
0819055M,2003-08-19 00:00:00,2003-07-28 00:00:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,70.0,Denied,0.0,Deny,22.0,70.0
2009082462925,2009-08-19 00:00:00,2009-08-10 00:00:00,DCA,Ronald Reagan Washington National Airport,USAir,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,170.0,Settled,169.0,Settle,9.0,1.0
0610054L,2003-06-10 00:00:00,2003-02-19 00:00:00,ALB,Albany International,Southwest Airlines,Property Damage,Checked Baggage,Other,34.5,Settled,17.25,Settle,111.0,17.25
2007091431886,2007-09-11 00:00:00,2007-08-31 00:00:00,TVC,Cherry Capital Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,75.0,Approved,75.0,Approve in Full,11.0,0.0
2005062887476,2005-06-16 00:00:00,2005-05-14 00:00:00,HNL,Honolulu International Airport,Hawaiian Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),62.28,Approved,62.28,Approve in Full,33.0,0.0
2006101313961,2006-10-10 00:00:00,2006-10-04 00:00:00,LAS,McCarran International,American West,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,16.0,Denied,0.0,Deny,6.0,16.0
2005022476780,2005-01-28 00:00:00,2005-01-17 00:00:00,LAS,McCarran International,Continental Airlines,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),50.0,Denied,0.0,Deny,11.0,50.0
2009091163531,2009-09-10 00:00:00,2009-06-21 00:00:00,DCA,Ronald Reagan Washington National Airport,USAir,Property Damage,Checked Baggage,Computer - Laptop,413.98,Denied,0.0,Deny,81.0,413.98
2009123066957,2009-12-23 00:00:00,2009-12-21 18:45:00,TUS,Tucson International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,50.0,Settled,35.0,Settle,1.0,15.0
2007110234409,2007-10-03 00:00:00,2007-10-13 00:00:00,MHT,Manchester Regional Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital,220.98,Settled,110.49,Settle,-10.0,110.49
2005041982776,2005-04-18 00:00:00,2005-03-21 00:00:00,TPA,Tampa International,AirTran Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,387.95,Settled,150.0,Settle,28.0,237.95
2006121417085,2006-11-28 00:00:00,2006-11-21 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Alcoholic beverages,64.5,Approved,64.5,Approve in Full,7.0,0.0
0226376M,2004-02-26 00:00:00,2004-02-05 00:00:00,TPA,Tampa International,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),150.0,Settled,50.0,Settle,21.0,100.0
2004090862377,2004-08-09 00:00:00,2004-07-11 00:00:00,MIA,Miami International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,50.0,Approved,50.0,Approve in Full,29.0,0.0
2009042958080,2009-04-02 00:00:00,2009-03-14 00:00:00,HOU,William P. Hobby,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,194.85,Denied,0.0,Deny,19.0,194.85
2007030121745,2007-03-01 00:00:00,2007-02-08 00:00:00,BNA,Nashville International,Frontier Airlines,Employee Loss (MPCECA),Checked Baggage,Computer - Laptop,120.0,Denied,0.0,Deny,21.0,120.0
2005021175958,2005-01-21 00:00:00,2004-11-21 00:00:00,SAV,Savannah International,USAir,Passenger Property Loss,Checked Baggage,Jewelry - Fine,500.08,Settled,482.13,Settle,61.0,17.94999999999999
2006020801199,2006-02-02 00:00:00,2005-11-28 00:00:00,F,Foreign airport,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),63.59,Denied,0.0,Deny,66.0,63.59
2004062156527,2004-05-27 00:00:00,2004-05-06 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,115.99,Denied,0.0,Deny,21.0,115.99
1107363M,2003-11-07 00:00:00,2003-03-21 00:00:00,SJC,Norman Y Mineta San Jose International,American Airlines,Property Damage,Checked Baggage,Other,350.0,Settled,125.0,Settle,231.0,225.0
2006051806562,2006-05-16 00:00:00,2006-05-02 00:00:00,RSW,Southwest Florida International,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Locks,7.44,Approved,7.44,Approve in Full,14.0,0.0
2005072989930,2005-07-26 00:00:00,2005-07-18 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Jewelry - Fine,828.0,Denied,0.0,Deny,8.0,828.0
2007091231685,2007-09-07 00:00:00,2007-09-02 00:00:00,MCO,Orlando International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Computer - Laptop; Other,548.0,Denied,0.0,Deny,5.0,548.0
2005032379528,2005-03-07 00:00:00,2004-11-10 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),120.0,Denied,0.0,Deny,117.0,120.0
2006012400241,2006-01-18 00:00:00,2006-01-07 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Spirit Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),89.99,Settled,50.0,Settle,11.0,39.989999999999995
2004051852720,2004-04-06 00:00:00,2004-03-14 00:00:00,LGA,LaGuardia,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,350.0,Approved,350.0,Approve in Full,23.0,0.0
2004083161696,2004-07-27 00:00:00,2004-07-05 00:00:00,TLH,Tallahassee Regional,USAir,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,20.0,Approved,20.0,Approve in Full,22.0,0.0
2009081462626,2009-08-11 00:00:00,2009-07-24 00:00:00,MCO,Orlando International Airport,Continental Airlines,Property Damage,Checked Baggage,GPS - Global Positioning System,479.98,Denied,0.0,Deny,18.0,479.98
2009111865481,2009-11-10 00:00:00,2009-09-21 13:24:00,ALB,Albany International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Kitchen Utensils -Pots; Pans; Knives (heavy aluminum; cast iron; etc.),19.07,Denied,0.0,Deny,49.0,19.07
2005062186740,2005-06-09 00:00:00,2005-04-10 00:00:00,CHS,Charleston International,UAL,Property Damage,Checked Baggage,Jewelry - Fine,82.6,Approved,82.6,Approve in Full,60.0,0.0
2009042758026,2009-04-02 00:00:00,2008-12-09 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Clothing - Shoes; belts; accessories; etc.; Clothing - Shoes; belts; accessories; etc.; Luggage (all types including footlockers),202.0,Denied,0.0,Deny,114.0,202.0
